color,director_name,movie_facebook_likes,plot_keywords,genres,actor_1_name,imdb_score,movie_title,combine
Color,Wes Anderson,71000,1960s boy scouts boy scouts camp coming of age young love,Adventure Comedy Drama Romance,Bruce Willis,7.8,moonrise kingdom,Color Wes Anderson Bruce Willis Adventure Comedy Drama Romance 1960s boy scouts boy scouts camp coming of age young love
Color,Jonathan Liebesman,0,cannibal car accident leatherface psychopath slaughterhouse,Horror,Matt Bomer,5.9,the texas chainsaw massacre: the beginning,Color Jonathan Liebesman Matt Bomer Horror cannibal car accident leatherface psychopath slaughterhouse
Color,Cyrus Nowrasteh,0,based on novel,Drama,Clive Russell,5.4,the young messiah,Color Cyrus Nowrasteh Clive Russell Drama based on novel
Color,Perry Andelin Blake,1000,disguise mask master of disguise restaurant waiter,Comedy Family,Jennifer Esposito,3.3,the master of disguise,Color Perry Andelin Blake Jennifer Esposito Comedy Family disguise mask master of disguise restaurant waiter
Color,Guillermo del Toro,27000,fairy fairy tale faun princess spain,Drama Fantasy War,Ivana Baquero,8.2,pan's labyrinth,Color Guillermo del Toro Ivana Baquero Drama Fantasy War fairy fairy tale faun princess spain
Color,unknown,0,unknown,Drama Fantasy Mystery Thriller,Joel Courtney,6.6,the messengers            ,Color unknown Joel Courtney Drama Fantasy Mystery Thriller unknown
Color,John Whitesell,393,boy fbi mailman van witness protection,Action Comedy Crime Family,Leslie Bibb,5.4,see spot run,Color John Whitesell Leslie Bibb Action Comedy Crime Family boy fbi mailman van witness protection
 Black and White,John Singleton,1000,cartoon on tv family relationships physical abuse single parent two word title,Crime Drama Romance Thriller,Mo'Nique,6.4,baby boy, Black and White John Singleton Mo'Nique Crime Drama Romance Thriller cartoon on tv family relationships physical abuse single parent two word title
Color,Christian E. Christiansen,0,animal abuse(non graphic) cat killer college dead cat death of cat,Drama Horror Thriller,Leighton Meester,4.8,the roommate,Color Christian E. Christiansen Leighton Meester Drama Horror Thriller animal abuse(non graphic) cat killer college dead cat death of cat
Color,Dennie Gordon,0,first part grand canyon highway travel indian janitor,Adventure Comedy Drama,Brittany Daniel,5.9,joe dirt,Color Dennie Gordon Brittany Daniel Adventure Comedy Drama first part grand canyon highway travel indian janitor
Color,Sheldon Lettich,0,boat hong kong murder tunnel twins,Action Crime,Bolo Yeung,5.5,double impact,Color Sheldon Lettich Bolo Yeung Action Crime boat hong kong murder tunnel twins
Color,Edgar Wright,17000,accident conspiracy police police officer village,Action Comedy Mystery,Bill Bailey,7.9,hot fuzz,Color Edgar Wright Bill Bailey Action Comedy Mystery accident conspiracy police police officer village
Color,Diane English,0,beauty salon divorce fashion new york perfume,Comedy Drama,Jada Pinkett Smith,4.9,the women,Color Diane English Jada Pinkett Smith Comedy Drama beauty salon divorce fashion new york perfume
Color,Woody Allen,14000,art artist painter sex summer,Drama Romance,Scarlett Johansson,7.2,vicky cristina barcelona,Color Woody Allen Scarlett Johansson Drama Romance art artist painter sex summer
Color,Peter Flinth,0,first part holy land knight templar monastery sword and shield,Action Adventure Drama Romance War,Gustaf Skarsgård,6.6,arn: the knight templar,Color Peter Flinth Gustaf Skarsgård Action Adventure Drama Romance War first part holy land knight templar monastery sword and shield
Color,Jon Lucas,18000,lesbian kiss mom pta reference to mad max scene during end credits,Comedy,Mila Kunis,6.7,bad moms,Color Jon Lucas Mila Kunis Comedy lesbian kiss mom pta reference to mad max scene during end credits
Color,Robert Iscove,487,best friend break up friendship graduation male in underwear,Comedy Drama Romance,Alyson Hannigan,5.3,boys and girls,Color Robert Iscove Alyson Hannigan Comedy Drama Romance best friend break up friendship graduation male in underwear
Color,Peter Kosminsky,0,california foster home love oleander prison,Drama,Patrick Fugit,7.2,white oleander,Color Peter Kosminsky Patrick Fugit Drama california foster home love oleander prison
Color,Karyn Kusama,6000,cannibalism cheerleader condom hook for hand satanic ritual,Comedy Fantasy Horror,J.K. Simmons,5.1,jennifer's body,Color Karyn Kusama J.K. Simmons Comedy Fantasy Horror cannibalism cheerleader condom hook for hand satanic ritual
Color,Nick Gomez,492,crying woman plot suspect waitress younger man older woman relationship,Comedy Crime Mystery,Will Ferrell,5.6,drowning mona,Color Nick Gomez Will Ferrell Comedy Crime Mystery crying woman plot suspect waitress younger man older woman relationship
Color,Woody Allen,0,beach cigarette girl radio woman holding a baby working class,Comedy,Mike Starr,7.6,radio days,Color Woody Allen Mike Starr Comedy beach cigarette girl radio woman holding a baby working class
Color,Vic Armstrong,31000,bible quote chaos faith riot shrine,Action Drama Fantasy Mystery Thriller,Nicolas Cage,3.1,left behind,Color Vic Armstrong Nicolas Cage Action Drama Fantasy Mystery Thriller bible quote chaos faith riot shrine
Color,Allen Coulter,24000,binge drinking new york new york city september 11 2001 suicide,Drama Romance,Robert Pattinson,7.2,remember me,Color Allen Coulter Robert Pattinson Drama Romance binge drinking new york new york city september 11 2001 suicide
Color,Clare Kilner,371,best friend high school mother sister wedding,Comedy Drama Romance,Dylan Baker,5.7,how to deal,Color Clare Kilner Dylan Baker Comedy Drama Romance best friend high school mother sister wedding
Color,Richard Benjamin,818,alien earth female alien mission secret,Comedy Romance Sci-Fi,Jon Lovitz,5.2,my stepmother is an alien,Color Richard Benjamin Jon Lovitz Comedy Romance Sci-Fi alien earth female alien mission secret
Color,Jonathan Demme,0,aids city name in title gay homophobia lawyer,Drama,Denzel Washington,7.7,philadelphia,Color Jonathan Demme Denzel Washington Drama aids city name in title gay homophobia lawyer
Color,Josef Rusnak,0,amnesia barricade letter time virtual reality,Mystery Sci-Fi Thriller,Gretchen Mol,7.0,the thirteenth floor,Color Josef Rusnak Gretchen Mol Mystery Sci-Fi Thriller amnesia barricade letter time virtual reality
Color,Lance Rivera,177,flatulence interracial marriage marriage,Comedy,Farrah Fawcett,3.6,the cookout,Color Lance Rivera Farrah Fawcett Comedy flatulence interracial marriage marriage
Color,Ronald Neame,392,asteroid meteor nasa nuclear weapon satellite,Action Drama Sci-Fi Thriller,Martin Landau,4.9,meteor,Color Ronald Neame Martin Landau Action Drama Sci-Fi Thriller asteroid meteor nasa nuclear weapon satellite
Color,Bruce Paltrow,573,convict karaoke middle america salesman singer,Comedy Drama Music,Lochlyn Munro,6.0,duets,Color Bruce Paltrow Lochlyn Munro Comedy Drama Music convict karaoke middle america salesman singer
Color,Woody Allen,762,blind director psychosomatic blindness self deprecating studio,Comedy Romance,Woody Allen,6.6,hollywood ending,Color Woody Allen Woody Allen Comedy Romance blind director psychosomatic blindness self deprecating studio
Color,Adam Rifkin,0,band concert high school kiss teenager,Comedy Music,Natasha Lyonne,6.8,detroit rock city,Color Adam Rifkin Natasha Lyonne Comedy Music band concert high school kiss teenager
Color,Russell Mulcahy,0,combat head cut off immortal scotland swordsman,Action Adventure Fantasy,Christopher Lambert,7.2,highlander,Color Russell Mulcahy Christopher Lambert Action Adventure Fantasy combat head cut off immortal scotland swordsman
Color,Susanne Bier,0,best friend dinner garage narcotics anonymous recovery,Drama,Alison Lohman,7.2,things we lost in the fire,Color Susanne Bier Alison Lohman Drama best friend dinner garage narcotics anonymous recovery
Color,Kenneth Johnson,0,fight gang junkyard military soldier,Action Crime Sci-Fi,Charles Napier,2.8,steel,Color Kenneth Johnson Charles Napier Action Crime Sci-Fi fight gang junkyard military soldier
Color,James Gray,0,immigrant immigration magician money prostitution,Drama Romance,Jeremy Renner,6.6,the immigrant,Color James Gray Jeremy Renner Drama Romance immigrant immigration magician money prostitution
Color,James Ivory,356,countess diplomat japanese russian shanghai,Drama History Romance War,Vanessa Redgrave,6.7,the white countess,Color James Ivory Vanessa Redgrave Drama History Romance War countess diplomat japanese russian shanghai
Color,Danny Boyle,23000,amnesia criminal heist hypnotherapy lost painting,Crime Drama Mystery Thriller,Rosario Dawson,7.0,trance,Color Danny Boyle Rosario Dawson Crime Drama Mystery Thriller amnesia criminal heist hypnotherapy lost painting
Color,Jessy Terrero,0,airline airplane bathroom sex toilet,Comedy,Mo'Nique,4.4,soul plane,Color Jessy Terrero Mo'Nique Comedy airline airplane bathroom sex toilet
Color,Dany Boon,3000,alcohol alcoholic drink drunken man france provence,Comedy Romance,Dany Boon,7.1,welcome to the sticks,Color Dany Boon Dany Boon Comedy Romance alcohol alcoholic drink drunken man france provence
Color,Vicente Amorim,921,censorship children corpse heil hitler suffering,Drama Romance War,Viggo Mortensen,6.2,good,Color Vicente Amorim Viggo Mortensen Drama Romance War censorship children corpse heil hitler suffering
Color,Gaspar Noé,23000,drug deal drugs explicit sex love stripper,Drama Fantasy,Paz de la Huerta,7.3,enter the void,Color Gaspar Noé Paz de la Huerta Drama Fantasy drug deal drugs explicit sex love stripper
Color,Amy Heckerling,0,murder new york city one word title vampire vampire slayer,Comedy Horror Romance,Taylor Negron,5.1,vamps,Color Amy Heckerling Taylor Negron Comedy Horror Romance murder new york city one word title vampire vampire slayer
Color,Lasse Hallström,115000,dog human animal relationship japanese loyalty waiting,Drama Family,Cary-Hiroyuki Tagawa,8.1,hachi: a dog's tale,Color Lasse Hallström Cary-Hiroyuki Tagawa Drama Family dog human animal relationship japanese loyalty waiting
Color,Jérôme Salle,0,apartheid corpse male nudity murder police officer,Crime Drama Thriller,Orlando Bloom,6.7,zulu,Color Jérôme Salle Orlando Bloom Crime Drama Thriller apartheid corpse male nudity murder police officer
Color,Tommy Lee Jones,0,abusive marriage pastor prison wagon roast pig suicide by hanging,Drama Western,Barry Corbin,6.6,the homesman,Color Tommy Lee Jones Barry Corbin Drama Western abusive marriage pastor prison wagon roast pig suicide by hanging
Color,Jesse Vaughan,939,basketball dodge viper hit in the crotch male nudity the star spangled banner,Comedy Drama Romance Sport,Vivica A. Fox,4.5,juwanna mann,Color Jesse Vaughan Vivica A. Fox Comedy Drama Romance Sport basketball dodge viper hit in the crotch male nudity the star spangled banner
Color,unknown,16000,mafia mob norway steve van,Comedy Crime Drama,Steven Van Zandt,8.1,lilyhammer            ,Color unknown Steven Van Zandt Comedy Crime Drama mafia mob norway steve van
Color,Atom Egoyan,824,armenian armenian genocide customs agent genocide prayer,Drama War,David Alpay,6.6,ararat,Color Atom Egoyan David Alpay Drama War armenian armenian genocide customs agent genocide prayer
Color,William Bindley,282,boat racing hydroplane loyalty one word title scolding,Drama Sport,Bruce Dern,6.5,madison,Color William Bindley Bruce Dern Drama Sport boat racing hydroplane loyalty one word title scolding
Color,Wayne Beach,191,district attorney interview murder prosecutor reporter,Drama Mystery Thriller,Mekhi Phifer,5.9,slow burn,Color Wayne Beach Mekhi Phifer Drama Mystery Thriller district attorney interview murder prosecutor reporter
Color,Gérard Krawczyk,0,french inheritance japan letter police detective hero,Action Comedy Crime Drama Thriller,Carole Bouquet,6.6,wasabi,Color Gérard Krawczyk Carole Bouquet Action Comedy Crime Drama Thriller french inheritance japan letter police detective hero
Color,James Gunn,0,alien b movie sex slug small town,Comedy Horror Sci-Fi,Dustin Milligan,6.5,slither,Color James Gunn Dustin Milligan Comedy Horror Sci-Fi alien b movie sex slug small town
Color,Martin Brest,0,drug dealer drugs murder police brutality police shootout,Action Comedy Crime,Judge Reinhold,7.3,beverly hills cop,Color Martin Brest Judge Reinhold Action Comedy Crime drug dealer drugs murder police brutality police shootout
Color,Chris Columbus,20000,airport child protagonist child swearing christmas home alone,Comedy Family,Macaulay Culkin,7.5,home alone,Color Chris Columbus Macaulay Culkin Comedy Family airport child protagonist child swearing christmas home alone
Color,Leonard Nimoy,3000,1980s baby heroin package questioned by police,Comedy Drama Family,Tom Selleck,5.9,3 men and a baby,Color Leonard Nimoy Tom Selleck Comedy Drama Family 1980s baby heroin package questioned by police
Color,Sydney Pollack,0,actor actress friend love reputation,Comedy Drama Romance,Bill Murray,7.4,tootsie,Color Sydney Pollack Bill Murray Comedy Drama Romance actor actress friend love reputation
